crop,rainfall_mm,temperature_c,humidity_percent,soil_ph,fertilizer_kg_per_ha,yield_t_per_ha
soybean,788.7,39.22,93.4,6.89,19.7,1.415
sugarcane,649.9,33.37,62.7,8.41,177.5,29.506
rice,718.3,26.45,68.0,7.3,205.8,4.923
rice,438.6,26.81,64.0,7.51,0.0,1.402
maize,184.7,24.78,52.7,6.35,170.1,2.493
sugarcane,725.8,14.57,89.4,6.02,116.7,41.733
maize,84.1,25.11,57.1,5.88,132.3,2.509
wheat,520.7,32.26,48.1,6.11,77.4,1.788
sugarcane,835.3,21.4,58.2,4.86,138.1,42.415
wheat,648.0,27.47,35.0,5.92,261.4,2.022
maize,1087.1,30.11,55.2,6.05,114.3,3.776
sugarcane,856.3,19.54,50.5,6.36,227.2,60.592
maize,436.5,22.29,74.3,6.61,85.5,4.357
sugarcane,606.8,18.89,54.9,6.79,210.7,47.189
maize,588.2,20.07,78.3,6.49,150.1,4.637
rice,204.5,17.27,86.0,6.03,178.2,1.659
maize,364.9,19.6,76.7,4.93,150.6,2.945
rice,459.8,33.52,61.8,6.04,201.3,2.742
maize,90.9,19.51,67.1,5.72,0.0,2.402
sugarcane,611.9,25.76,42.1,6.87,36.4,35.546
sugarcane,537.7,21.98,63.0,7.23,183.4,41.29
sugarcane,181.8,32.07,52.1,7.25,0.0,11.268
soybean,701.1,32.87,75.4,7.11,107.6,1.639
wheat,779.0,30.18,100.0,6.39,145.7,2.263
sugarcane,656.8,26.84,72.5,6.08,83.7,55.018
rice,519.0,23.61,35.1,5.9,94.7,2.624
sugarcane,747.9,17.85,59.6,5.29,171.7,34.131
soybean,770.1,36.66,66.8,7.29,230.7,1.224
rice,676.9,20.44,66.3,6.36,73.3,3.346
soybean,393.8,28.98,54.0,5.5,104.0,1.42
rice,669.2,31.36,68.7,5.84,91.5,3.133
maize,898.9,21.67,46.4,5.81,0.0,1.745
wheat,450.8,31.23,50.8,6.53,161.3,1.981
wheat,1124.5,29.59,74.7,7.35,224.8,2.604
soybean,468.6,35.37,49.8,6.22,231.3,1.654
wheat,608.1,22.18,73.1,4.7,80.3,2.071
soybean,431.9,17.28,44.5,6.35,49.9,1.797
soybean,655.8,21.97,91.5,6.38,151.7,1.335
soybean,164.4,26.25,53.4,6.32,216.3,1.577
wheat,463.5,25.35,61.6,6.0,162.4,2.732
soybean,327.0,22.64,70.0,6.67,173.1,1.958
wheat,633.8,13.54,56.5,6.55,241.3,1.306
soybean,848.6,27.82,67.2,6.48,90.9,2.363
sugarcane,761.5,36.83,73.6,6.83,132.4,32.542
soybean,7.1,27.79,79.4,6.16,280.8,0.763
rice,1110.5,28.65,76.9,6.11,134.3,3.423
soybean,673.8,28.43,62.4,7.6,48.6,1.328
maize,405.9,27.38,62.8,6.95,96.5,5.817
soybean,639.3,30.59,100.0,7.16,74.9,1.708
rice,644.0,27.37,79.2,7.48,178.6,3.45
rice,433.3,23.12,51.2,6.92,78.3,2.763
wheat,649.5,20.22,66.5,7.24,171.7,2.857
sugarcane,448.1,23.51,60.0,5.24,91.1,52.056
soybean,498.9,26.88,63.0,6.66,0.0,0.139
wheat,428.4,23.1,46.6,6.35,174.5,2.751
sugarcane,241.8,26.89,58.8,7.84,161.9,41.782
soybean,636.5,27.63,92.2,7.24,191.4,1.39
maize,746.3,30.0,73.7,6.0,96.2,4.268
soybean,728.7,32.7,27.6,6.8,87.6,2.035
rice,805.0,25.47,83.3,6.63,182.1,4.159
rice,681.1,17.15,81.3,6.86,271.5,3.375
maize,466.8,22.93,59.6,5.68,150.9,5.477
wheat,809.9,25.26,75.8,6.79,184.0,2.598
sugarcane,260.6,13.99,52.1,6.32,124.3,15.027
soybean,374.8,33.33,57.9,6.73,26.5,1.379
rice,358.9,25.85,87.5,5.92,227.4,3.096
wheat,870.0,27.29,60.9,6.03,222.7,2.432
maize,835.7,33.19,37.0,7.44,206.9,3.092
rice,721.8,21.22,64.1,5.66,135.4,3.739
maize,868.0,28.44,63.8,5.72,197.8,4.555
soybean,380.2,24.34,83.0,6.46,221.5,1.608
sugarcane,687.1,23.9,65.2,5.88,279.6,61.292
rice,568.7,20.37,58.7,5.79,229.1,3.282
rice,811.7,34.99,80.7,6.58,155.1,1.174
soybean,571.2,22.75,66.8,5.3,45.3,1.373
wheat,503.8,29.2,53.7,5.69,162.5,1.694
sugarcane,735.2,13.75,82.3,8.14,170.5,38.156
rice,819.0,32.08,67.9,6.87,206.7,2.018
sugarcane,432.9,31.31,65.0,5.9,258.3,52.972
rice,584.7,25.58,67.7,6.83,142.4,3.394
sugarcane,335.4,23.64,48.9,6.95,318.1,45.893
maize,0.0,27.4,57.1,7.3,9.3,2.721
rice,650.1,38.73,65.1,6.4,183.5,1.567
sugarcane,752.2,14.42,62.1,7.28,86.1,35.442
wheat,665.5,29.69,84.1,4.87,0.0,1.171
maize,112.6,19.53,68.3,5.65,133.9,2.441
maize,512.3,24.88,77.8,6.63,33.4,3.43
wheat,45.4,23.51,65.1,6.76,137.1,1.155
sugarcane,942.4,22.43,80.8,5.77,152.8,41.508
soybean,328.5,24.94,71.0,6.71,239.5,1.987
wheat,913.9,18.19,65.2,6.0,29.4,1.698
sugarcane,836.5,31.18,64.8,6.28,222.7,50.183
wheat,374.9,14.24,50.7,7.32,157.8,1.774
wheat,316.8,28.24,72.6,7.23,232.3,2.357
rice,687.6,23.04,64.4,5.7,115.5,3.772
sugarcane,388.9,17.97,57.5,5.65,43.4,34.311
soybean,625.6,26.21,81.6,6.17,52.6,0.848
rice,479.3,15.66,46.2,6.48,46.7,1.093
wheat,154.7,25.24,58.7,5.97,188.2,2.927
wheat,42.4,16.46,80.4,7.33,268.2,1.551
wheat,656.7,27.77,69.7,6.78,104.8,2.872
sugarcane,459.6,19.45,64.3,6.82,200.3,42.545
sugarcane,461.7,22.29,68.8,5.49,28.1,34.694
rice,774.0,26.76,67.7,7.43,164.4,3.44
soybean,893.4,20.36,42.3,4.24,203.5,2.23
rice,531.9,24.65,59.8,7.17,34.2,2.681
maize,514.9,15.92,89.2,7.25,133.7,2.467
wheat,725.0,28.79,55.1,6.15,207.3,1.934
wheat,260.8,35.59,60.2,7.52,0.0,2.388
wheat,655.8,41.75,56.9,6.45,256.8,1.441
rice,738.0,25.55,63.7,6.55,178.3,4.498
rice,770.1,29.73,56.3,6.77,207.3,3.937
wheat,115.8,14.32,72.3,9.0,117.0,1.308
rice,409.7,34.02,68.0,7.58,12.2,2.447
sugarcane,380.4,29.66,76.6,7.06,192.7,38.861
sugarcane,625.0,22.1,49.2,5.77,143.4,39.869
rice,720.2,32.42,59.9,6.61,152.6,3.432
wheat,974.2,23.47,61.6,5.85,237.0,3.109
rice,476.3,22.25,71.8,7.16,211.0,3.77
rice,475.6,27.85,53.1,6.61,303.7,3.856
rice,887.4,18.62,78.7,5.6,162.3,3.247
maize,674.1,31.13,82.8,6.56,94.7,2.142
sugarcane,916.9,18.66,50.2,5.82,134.9,37.138
soybean,672.2,18.7,57.6,6.62,183.3,1.535
soybean,310.7,19.54,57.0,5.81,231.3,1.263
maize,266.7,29.56,100.0,6.52,32.6,3.054
rice,212.1,21.3,58.6,7.1,150.7,3.393
maize,765.5,16.91,90.2,6.46,278.8,4.326
maize,897.1,21.37,46.0,6.19,130.8,3.831
wheat,1062.3,24.81,50.2,6.66,224.5,3.28
sugarcane,810.8,17.91,54.7,7.06,189.4,46.656
soybean,890.7,18.09,52.3,5.61,226.5,1.796
rice,455.0,37.67,61.0,6.71,85.2,1.546
soybean,310.9,19.84,54.4,7.55,85.6,1.949
soybean,812.5,23.06,52.7,6.96,151.6,2.309
sugarcane,704.4,22.8,82.4,6.55,27.4,44.977
soybean,626.9,22.47,83.4,7.01,128.4,2.174
soybean,696.8,28.73,79.2,6.86,170.2,2.034
maize,680.8,30.69,72.9,7.1,292.8,3.291
sugarcane,921.0,23.16,66.4,4.88,182.2,51.091
wheat,923.7,17.58,57.5,5.26,200.0,1.301
rice,736.1,32.65,50.7,7.3,243.2,2.97
soybean,811.5,24.43,70.4,5.3,72.8,1.598
rice,728.5,35.38,47.4,6.82,136.8,2.231
wheat,484.7,11.53,50.1,6.22,344.0,2.109
rice,789.1,26.17,82.3,5.7,143.7,3.221
wheat,251.4,36.51,93.5,6.78,239.3,1.467
maize,863.5,22.88,70.9,6.66,227.1,5.16
soybean,301.4,23.65,81.6,8.19,31.8,0.616
wheat,671.5,26.77,61.3,6.0,174.8,2.719
rice,388.7,21.65,44.9,7.65,161.7,1.375
soybean,738.3,23.13,74.2,6.78,176.4,1.892
maize,591.5,22.97,73.5,5.97,89.7,4.508
soybean,201.3,21.24,66.1,7.14,60.6,1.454
wheat,705.2,32.37,61.4,6.95,111.9,1.694
maize,455.5,27.77,79.4,6.53,142.2,3.992
rice,820.3,26.5,50.2,6.71,244.8,3.393
maize,600.3,29.85,53.4,6.02,295.4,4.189
maize,698.9,23.41,49.9,5.84,261.7,7.034
sugarcane,360.6,20.35,66.3,7.11,218.8,62.445
maize,452.7,21.38,48.7,6.32,69.7,3.366
maize,485.3,25.01,54.7,6.44,117.3,4.223
soybean,814.2,18.64,54.4,6.72,166.8,1.308
rice,1019.3,22.0,61.1,6.71,99.4,2.895
soybean,398.7,21.9,42.7,5.36,196.2,1.75
soybean,869.2,37.75,66.3,7.53,207.6,1.001
wheat,57.6,8.36,83.7,6.6,192.9,1.909
soybean,301.5,23.92,67.0,6.34,232.0,2.384
sugarcane,360.3,35.35,88.1,6.84,77.6,34.805
sugarcane,261.9,25.73,85.0,6.69,224.6,46.965
wheat,204.1,29.52,76.7,7.11,94.3,1.065
rice,703.2,25.6,66.1,6.93,74.7,3.633
rice,546.5,21.0,65.3,7.07,192.6,2.715
soybean,694.9,11.55,76.5,7.58,247.3,1.011
soybean,772.6,26.23,59.1,7.21,189.0,2.462
soybean,666.4,20.35,36.8,6.37,151.7,1.985
rice,764.4,20.2,72.4,5.6,174.8,2.937
maize,582.6,22.01,48.0,7.83,160.9,3.537
sugarcane,303.3,35.47,50.6,6.31,59.9,25.12
maize,864.5,39.43,65.0,6.12,50.6,1.639
maize,452.7,26.3,63.6,5.11,143.7,3.451
rice,366.1,22.21,43.8,6.77,156.4,2.035
maize,555.5,17.94,67.5,6.62,150.9,3.927
wheat,371.8,27.81,79.5,5.29,204.1,2.443
soybean,495.6,35.7,48.1,6.86,132.8,1.39
wheat,686.0,23.52,84.1,6.1,195.0,2.329
sugarcane,687.1,10.73,41.6,8.65,138.4,19.597
soybean,375.5,29.02,96.8,6.04,295.9,1.656
maize,478.1,30.91,58.8,6.15,156.5,3.61
sugarcane,868.6,15.48,67.2,5.8,337.3,36.88
soybean,724.1,26.06,36.6,7.52,178.2,1.759
maize,1118.8,27.71,64.1,6.2,132.9,5.97
wheat,895.0,24.56,68.4,5.92,78.0,2.647
soybean,886.1,20.26,63.7,7.07,34.6,2.008
maize,253.0,31.1,56.6,5.4,70.7,3.813
wheat,791.0,22.58,50.8,7.0,79.6,3.046
sugarcane,586.7,16.09,82.0,7.93,181.6,25.427
sugarcane,462.3,12.7,65.5,6.95,107.9,36.866
sugarcane,642.0,32.57,88.1,7.01,165.0,34.77
sugarcane,836.3,28.7,57.1,7.2,252.6,41.02
rice,725.2,25.53,58.5,7.87,143.0,4.288
soybean,380.4,22.36,77.2,7.47,316.3,1.721
soybean,785.6,21.83,40.7,6.85,55.9,1.127
rice,440.6,18.55,46.8,7.22,138.0,2.334
maize,654.2,22.41,81.5,5.79,106.9,3.286
maize,524.2,12.28,47.4,7.12,224.9,2.116
sugarcane,545.3,20.58,37.7,5.7,0.0,28.006
wheat,791.6,23.13,93.0,6.21,34.6,2.65
maize,340.0,28.66,44.1,4.03,141.4,2.34
wheat,1086.3,24.76,67.8,6.82,274.1,4.189
soybean,144.7,29.77,66.0,5.98,168.1,1.645
wheat,450.6,33.09,22.8,7.39,41.9,1.773
soybean,692.6,31.35,61.0,6.81,54.2,1.604
rice,746.1,27.82,71.7,7.4,283.8,3.852
rice,574.9,25.07,70.3,5.63,100.3,3.982
sugarcane,585.7,19.12,78.6,7.33,74.6,42.956
maize,702.6,29.44,59.2,8.18,268.2,2.638
sugarcane,542.2,35.08,75.7,7.11,230.9,37.553
soybean,948.3,27.05,54.7,7.13,251.9,2.498
sugarcane,809.8,36.5,43.8,6.64,74.0,29.136
wheat,818.2,15.85,45.5,6.08,28.0,1.645
soybean,358.5,18.08,43.1,7.11,160.7,1.169
rice,580.2,30.13,80.1,5.3,176.8,2.066
maize,524.9,26.59,42.3,6.17,179.2,3.077
soybean,348.6,32.88,69.1,5.08,268.3,0.836
soybean,690.0,24.91,61.0,5.94,11.3,1.442
wheat,465.6,19.79,63.5,7.01,218.8,1.223
maize,763.9,23.72,85.5,6.9,62.3,3.093
rice,332.5,15.8,58.4,6.54,218.5,1.89
soybean,1029.8,18.23,74.2,6.64,112.0,1.43
soybean,375.9,30.83,65.6,4.99,84.9,0.717
wheat,654.8,30.24,62.7,6.2,101.2,2.359
sugarcane,798.0,27.18,99.5,5.95,34.4,25.114
rice,457.3,14.67,43.4,5.97,153.2,2.891
maize,813.1,22.85,84.3,6.98,88.2,3.403
soybean,292.7,17.65,74.8,5.81,212.9,1.336
soybean,963.0,32.06,57.8,6.02,201.2,1.621
rice,603.5,21.5,89.4,4.83,285.1,3.159
sugarcane,450.9,18.49,37.3,6.26,179.3,39.816
soybean,525.2,25.18,57.2,5.63,191.7,1.837
rice,802.2,21.16,46.9,6.56,262.0,3.836
wheat,453.9,33.9,71.2,5.74,99.8,1.928
sugarcane,412.7,20.59,48.3,6.58,30.9,27.482
maize,544.6,16.6,71.5,6.38,166.0,3.47
soybean,305.8,12.08,62.2,7.84,36.2,1.505
rice,1055.1,24.82,57.8,6.9,346.3,5.013
wheat,458.4,21.63,70.8,5.03,266.4,2.792
maize,807.9,16.43,61.0,5.49,323.1,3.443
rice,652.4,32.14,48.7,6.54,155.0,2.128
rice,353.9,29.0,100.0,5.76,194.0,2.281
maize,598.5,24.83,57.7,4.13,113.2,3.405
wheat,796.0,33.19,31.7,7.58,220.6,2.283
wheat,552.9,28.98,52.4,7.08,52.8,3.177
sugarcane,898.3,20.06,46.0,6.92,0.0,38.836
soybean,855.4,18.76,77.4,6.01,86.7,1.079
maize,829.7,29.91,69.8,6.84,33.6,2.466
maize,485.1,27.38,71.0,5.94,268.2,6.303
maize,330.0,26.02,59.4,6.66,295.3,4.26
wheat,446.6,19.92,60.8,5.76,37.8,1.779
soybean,649.1,28.65,59.4,7.71,253.3,1.576
sugarcane,736.4,20.47,63.8,5.24,226.1,63.936
rice,57.1,24.39,77.5,7.49,24.4,2.362
rice,598.0,33.68,70.0,6.53,118.8,1.961
maize,639.5,21.03,72.5,6.11,103.6,3.063
soybean,530.6,15.56,72.5,6.63,209.8,1.428
wheat,922.8,18.68,78.3,7.09,51.7,1.853
soybean,705.4,30.97,69.3,7.59,142.1,1.842
soybean,927.5,26.53,70.4,6.75,95.1,2.073
wheat,546.0,24.23,82.8,5.79,187.9,2.505
maize,834.4,21.95,55.0,6.54,132.7,3.931
soybean,1008.8,27.91,52.2,7.95,107.2,1.614
rice,927.9,19.91,47.2,7.58,132.9,2.6
wheat,327.0,26.83,67.7,7.23,312.9,2.521
sugarcane,536.6,20.61,37.2,7.14,116.6,41.88
maize,513.7,19.61,71.9,7.06,66.7,2.518
wheat,722.3,21.18,63.4,7.43,196.7,2.914
sugarcane,771.6,22.75,82.0,6.13,138.5,48.49
sugarcane,390.3,24.71,54.9,5.42,36.8,28.702
soybean,617.0,26.41,62.0,6.56,328.5,2.203
soybean,95.0,2.87,81.8,5.85,121.8,1.18
soybean,960.5,20.15,85.7,5.66,119.8,1.648
wheat,471.9,22.65,54.8,5.92,162.8,2.682
wheat,614.0,34.03,67.7,8.49,288.4,2.145
maize,522.6,18.52,69.4,6.61,15.6,3.649
soybean,886.5,25.98,70.6,6.79,172.1,2.304
sugarcane,0.0,33.97,61.1,5.52,317.0,20.375
rice,595.8,17.12,84.2,5.02,160.3,2.252
maize,573.5,27.36,36.7,5.84,51.2,2.448
wheat,486.6,20.19,58.7,7.65,100.5,2.79
maize,1031.6,21.97,71.7,6.77,166.6,6.22
maize,378.2,20.18,71.9,6.98,256.5,4.334
maize,792.9,20.61,85.3,7.09,122.9,4.424
maize,689.1,41.33,83.0,6.03,216.1,2.715
rice,915.4,30.07,60.7,7.61,35.2,2.616
soybean,433.2,31.61,84.5,5.99,34.5,0.687
sugarcane,416.8,27.95,54.3,7.62,111.4,42.05
maize,874.0,15.36,79.0,6.85,265.0,2.425
maize,706.3,27.37,92.2,5.07,155.5,4.022
maize,213.8,31.44,83.2,5.9,173.2,2.972
soybean,465.2,19.88,66.6,5.07,172.2,2.197
wheat,696.6,30.79,60.0,7.43,238.7,2.759
wheat,809.4,29.23,42.1,6.48,101.2,2.341
rice,430.2,36.11,69.7,4.72,205.1,1.977
wheat,0.0,22.49,48.3,6.8,83.5,2.254
maize,730.8,18.41,53.1,6.07,308.7,3.805
maize,294.9,22.83,47.1,5.31,86.0,3.457
maize,95.7,33.61,58.1,7.84,79.4,2.622
rice,0.0,14.03,64.6,6.59,194.0,1.758
maize,803.5,12.59,69.1,6.27,156.4,2.713
wheat,632.2,25.54,56.0,6.18,176.1,1.952
soybean,543.6,22.34,81.0,5.29,168.2,1.225
soybean,947.3,25.05,61.9,5.46,62.8,1.772
sugarcane,759.3,30.67,53.2,7.53,279.1,61.253
wheat,1004.1,21.68,68.4,6.12,221.5,3.135
maize,251.8,13.76,94.5,6.52,258.7,2.112
soybean,591.4,37.27,70.0,4.86,107.7,0.668
wheat,195.8,19.02,59.6,5.45,183.3,2.188
soybean,542.7,18.65,42.1,6.99,165.8,1.306
maize,537.8,31.62,61.7,6.8,240.2,4.168
soybean,756.7,22.69,68.5,7.9,242.8,2.129
sugarcane,611.4,24.62,59.2,7.57,165.4,57.575
sugarcane,755.9,27.9,40.0,6.32,28.6,36.222
soybean,775.9,31.5,52.2,6.88,292.4,1.824
wheat,1138.7,23.0,86.8,6.25,194.5,2.824
wheat,521.2,34.12,86.5,8.14,101.3,1.357
wheat,364.7,12.19,51.7,7.42,182.5,1.125
soybean,661.5,29.56,75.1,6.64,29.1,0.511
wheat,399.4,19.96,47.3,6.66,234.4,2.143
maize,970.5,33.23,86.1,7.66,32.3,3.835
sugarcane,529.2,25.85,68.7,6.96,132.3,58.563
maize,458.6,20.96,79.2,7.75,169.6,3.818
wheat,482.2,28.98,39.3,4.75,233.1,1.741
maize,779.6,30.36,75.2,6.87,158.5,4.653
wheat,560.6,28.85,64.9,6.09,200.8,2.571
soybean,439.6,18.82,77.8,7.91,147.7,1.927
maize,1016.3,22.1,78.7,7.74,147.4,3.429
soybean,386.0,24.98,66.0,6.53,156.8,1.64
soybean,608.9,24.75,56.0,7.73,134.9,1.535
rice,763.1,29.5,76.7,7.93,15.1,1.271
wheat,192.2,12.91,64.1,6.56,88.5,1.12
sugarcane,720.1,27.01,51.9,8.48,169.6,45.211
wheat,336.2,23.26,51.2,6.47,130.1,1.939
sugarcane,805.7,19.97,42.8,6.33,137.5,10.416
wheat,359.3,20.55,57.3,7.19,124.1,2.567
soybean,773.2,23.71,81.5,6.22,80.9,1.158
maize,876.5,3.39,67.7,6.57,110.6,2.943
maize,815.4,20.79,57.1,7.63,125.5,3.87
rice,662.8,19.75,77.1,6.52,150.4,4.321
sugarcane,542.2,28.2,52.5,5.14,181.5,55.671
sugarcane,455.9,20.17,66.4,6.79,135.6,40.108
sugarcane,967.8,23.71,62.3,5.94,67.6,40.976
soybean,425.1,34.25,76.7,7.19,38.2,1.66
sugarcane,340.7,30.97,41.3,7.06,357.8,27.907
maize,766.3,30.41,52.2,7.68,59.6,3.263
soybean,401.0,22.0,40.4,7.23,108.5,1.484
wheat,362.5,28.26,61.1,7.37,191.4,2.192
sugarcane,239.1,23.6,83.2,5.96,178.9,46.485
sugarcane,479.3,23.82,57.4,7.14,191.7,55.052
wheat,579.3,27.46,57.3,8.07,114.6,2.398
sugarcane,660.8,21.42,78.1,5.95,169.1,51.633
wheat,837.8,33.96,81.0,7.94,154.9,1.955
soybean,731.7,24.04,63.7,6.06,125.0,2.042
maize,552.3,28.71,75.3,5.82,169.6,3.568
wheat,550.5,33.73,48.8,6.74,234.4,1.873
rice,727.5,31.19,85.7,7.07,148.2,2.372
wheat,918.1,16.55,97.2,7.23,148.8,1.47
sugarcane,631.6,27.67,72.8,5.73,235.5,52.372
soybean,482.7,30.1,33.7,6.85,226.9,1.556
soybean,351.8,30.35,56.6,5.95,276.7,1.629
wheat,238.7,18.32,74.2,5.31,9.5,1.943
maize,766.6,21.06,58.7,5.76,222.4,4.101
rice,744.5,30.97,84.1,5.9,198.1,3.092
soybean,744.3,20.43,73.8,6.92,79.1,1.599
sugarcane,567.8,23.2,54.4,7.42,170.1,46.095
sugarcane,951.7,34.46,65.5,5.32,234.1,37.756
maize,479.0,24.71,51.6,6.78,83.7,4.485
soybean,838.8,20.64,62.3,5.56,185.4,1.941
wheat,590.3,19.73,56.7,7.0,219.7,2.488
sugarcane,447.9,27.0,82.6,6.0,64.3,34.067
maize,748.1,17.0,96.7,5.66,138.6,4.517
soybean,702.4,23.52,43.5,7.14,174.1,1.728
soybean,689.2,27.0,36.2,6.03,86.3,1.064
soybean,620.3,32.79,61.3,6.25,79.7,1.619
soybean,590.5,29.01,42.2,4.72,139.2,1.438
soybean,1197.1,20.72,65.7,7.26,214.1,1.954
sugarcane,896.1,32.07,76.2,7.16,201.5,38.177
maize,780.7,23.2,87.4,6.5,81.1,5.203
soybean,627.9,17.59,68.0,5.28,202.2,1.586
rice,851.8,23.97,62.1,7.47,83.1,3.54
rice,729.5,33.63,35.3,5.97,21.2,2.189
maize,606.6,25.99,65.4,6.14,120.6,4.615
wheat,524.1,25.08,66.1,8.35,239.8,3.06
wheat,579.8,34.82,74.6,5.94,202.5,1.653
wheat,0.0,16.41,54.4,7.09,149.9,0.844
rice,652.7,17.29,58.5,6.95,116.7,3.07
wheat,477.9,15.3,42.8,6.81,118.8,1.901
sugarcane,998.2,27.24,30.6,6.73,158.7,52.062
soybean,604.8,26.0,48.4,6.8,64.5,1.734
rice,302.8,34.26,41.4,6.72,122.2,1.986
maize,587.5,26.46,70.1,6.46,132.8,4.42
maize,338.5,22.58,57.2,7.71,41.9,2.879
soybean,718.4,25.01,56.9,5.45,82.9,1.504
rice,672.7,25.71,50.2,7.32,182.8,4.354
wheat,839.5,14.97,16.5,7.16,150.8,1.024
wheat,402.3,41.26,87.6,7.06,125.3,2.572
sugarcane,608.5,28.12,50.0,7.39,77.1,49.951
sugarcane,258.7,26.26,58.8,6.43,276.1,32.99
wheat,775.4,28.69,43.2,5.0,83.0,1.902
maize,729.7,29.26,79.6,6.44,170.1,4.024
maize,724.0,24.16,67.2,5.71,111.0,4.616
sugarcane,600.4,21.21,52.6,5.91,152.9,39.343
soybean,703.7,28.6,59.1,5.51,186.6,1.895
wheat,1001.1,27.31,90.2,6.12,40.4,1.893
sugarcane,528.7,20.14,63.9,6.02,149.5,39.697
sugarcane,634.7,33.51,62.3,4.6,245.3,27.911
wheat,328.5,26.76,50.9,7.06,290.9,2.904
wheat,382.9,29.38,36.6,8.28,139.6,1.103
maize,624.5,33.35,62.6,6.98,153.3,3.539
soybean,876.0,25.13,69.9,6.34,326.9,2.76
soybean,535.9,26.9,81.5,6.46,240.8,1.941
wheat,541.0,29.86,31.3,6.16,100.6,2.007
rice,498.3,20.65,48.1,6.57,100.5,3.508
sugarcane,466.3,25.32,56.3,6.47,226.5,49.61
sugarcane,673.7,25.75,64.9,5.83,69.1,40.681
wheat,225.7,19.26,62.8,7.85,237.0,1.681
rice,920.2,38.91,63.2,5.31,176.7,2.773
maize,433.6,16.56,71.1,7.07,191.4,4.057
wheat,780.5,17.21,51.5,6.42,129.5,1.31
wheat,282.5,32.89,79.0,8.02,99.6,2.112
sugarcane,767.2,29.28,71.5,6.77,267.0,62.616
wheat,768.0,18.84,60.2,6.21,130.3,2.885
wheat,696.1,28.64,89.0,6.3,117.1,2.46
wheat,351.4,33.81,88.3,6.53,143.6,1.697
sugarcane,662.4,24.82,79.0,5.59,165.4,63.576
maize,304.2,40.59,19.7,5.89,67.5,3.034
maize,536.8,14.66,88.7,5.07,104.8,4.363
wheat,857.4,29.16,76.9,5.76,100.6,2.693
sugarcane,799.2,32.0,95.1,6.58,217.6,42.873
maize,603.8,30.35,83.6,6.74,79.1,2.404
maize,356.3,23.77,88.7,4.92,9.5,2.166
maize,761.4,23.26,78.2,6.39,0.0,1.423
sugarcane,604.8,27.66,85.2,6.95,32.4,34.451
sugarcane,19.9,29.89,94.9,6.37,258.9,39.371
wheat,795.7,28.61,68.2,5.99,151.3,2.627
soybean,593.9,31.24,41.4,6.17,190.1,1.886
maize,900.6,18.89,60.4,6.07,192.9,4.199
soybean,326.2,23.63,70.8,5.99,154.5,1.603
sugarcane,0.0,19.36,66.1,6.64,144.0,30.789
sugarcane,669.8,22.68,46.3,8.35,233.6,50.284
sugarcane,672.9,31.09,40.5,5.91,161.7,43.169
soybean,177.3,25.65,53.9,6.25,261.9,1.65
sugarcane,355.4,40.64,77.1,6.46,199.7,23.428
wheat,1288.8,26.16,88.7,5.95,100.6,2.297
sugarcane,523.6,25.36,78.7,7.38,110.2,67.332
rice,782.7,25.64,80.9,4.6,91.8,3.497
soybean,437.3,21.17,63.8,6.08,247.4,1.39
rice,77.4,24.65,38.9,7.15,117.6,0.841
sugarcane,557.4,31.77,58.2,6.26,86.1,38.761
wheat,533.6,25.68,61.1,5.84,175.6,3.144
maize,500.0,20.24,57.5,6.85,142.2,3.366
sugarcane,571.3,19.45,65.8,7.23,173.6,54.809
wheat,666.1,22.3,71.6,6.67,301.2,3.018
soybean,562.5,25.44,77.8,5.86,223.0,1.999
rice,284.0,32.16,60.8,6.86,152.2,2.927
rice,721.5,16.96,36.4,6.18,37.3,1.864
rice,112.7,23.08,57.8,7.1,110.0,2.228
soybean,87.4,25.87,65.7,7.69,206.9,1.556
wheat,784.8,14.0,83.3,4.42,56.3,1.531
soybean,726.8,20.0,56.5,6.59,321.3,2.57
rice,585.7,20.92,72.7,5.11,151.2,3.398
sugarcane,251.1,20.22,69.4,8.45,153.9,41.798
maize,423.0,26.15,65.7,6.13,96.7,3.846
soybean,534.3,24.04,79.0,7.1,189.7,2.25
soybean,201.0,21.67,55.1,6.47,57.4,1.195
wheat,415.2,27.57,56.4,5.86,323.2,2.774
wheat,763.1,35.34,64.8,5.76,255.4,1.372
soybean,956.8,34.84,55.4,7.77,228.7,1.648
rice,495.1,13.46,72.6,7.26,38.8,2.234
maize,789.1,28.46,54.3,8.05,166.4,5.396
wheat,121.5,23.93,68.4,6.54,246.7,3.099
rice,764.9,25.93,63.5,6.73,197.4,4.588
sugarcane,399.0,22.61,68.2,6.29,69.8,42.383
wheat,676.8,25.71,58.1,6.27,98.0,2.09
rice,538.1,25.91,59.9,5.67,113.8,3.807
rice,930.1,21.53,66.4,6.57,101.7,3.459
maize,381.4,19.62,68.0,5.87,272.3,4.171
maize,756.9,22.31,64.9,6.85,0.0,3.797
sugarcane,530.1,26.41,90.6,6.64,202.5,44.404
rice,560.4,28.59,50.1,6.73,46.6,1.991
rice,554.0,30.12,64.0,7.84,73.1,2.42
maize,388.6,22.03,41.4,6.47,0.0,3.116
wheat,596.5,26.7,70.6,7.11,106.1,2.701
wheat,584.3,30.78,48.3,8.14,270.9,1.668
soybean,660.3,31.99,60.8,7.55,171.2,1.755
maize,621.1,24.65,59.4,7.42,54.1,2.585
soybean,799.5,23.67,69.2,6.25,231.4,2.034
maize,830.9,26.15,56.7,6.68,248.5,5.188
